id,user_msg,processed_intent,processed_class,processed_attributes,processed_filter_attributes,expected_intent,expected_class,expected_attributes,expected_filter_attributes,evaluation1_error_type,evaluation2_error_type,evaluation2_error_description
423,"add show with name = renegados, and date = 01/28/2023 and place = centro cultural bnb",ADD,show,"{""name"": ""Renegados"", ""date"": ""01/28/2023"", ""place"": ""Centro Cultural BNB""}",,ADD,show,"{""name"": ""Renegados"", ""date"": ""01/28/2023"", ""place"": ""Centro Cultural BNB""}",,,assertion,"""{'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}"" != 'none'
- {'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}
user_msg: add show with name = renegados, and date = 01/28/2023 and place = centro cultural bnb"
424,get student with email=alinson.donato@gmail.com,READ,student,"{""email"": ""alinson.donato@gmail.com""}",,READ,student,"{""email"": ""alinson.donato@gmail.com""}",,,assertion,"""{'email': 'alinson.donato@gmail.com'}"" != 'none'
- {'email': 'alinson.donato@gmail.com'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'email': 'alinson.donato@gmail.com'}
user_msg: get student with email=alinson.donato@gmail.com"
425,"update the student with id=4, setting the email=alinson.donato@gmail.com",UPDATE,student,"{""email"": ""alinson.donato@gmail.com""}","{""id"": ""4""}",UPDATE,student,"{""email"": ""alinson.donato@gmail.com""}","{""id"": ""4""}",,general,'NoneType' object has no attribute 'intent'
426,"add show with name = metallica, and date = 02/30/2023 and place = castelao",ADD,show,"{""name"": ""Metallica"", ""date"": ""02/30/2023"", ""place"": ""Castelao""}",,ADD,show,"{""name"": ""Metallica"", ""date"": ""02/30/2023"", ""place"": ""Castelao""}",,,assertion,"""{'name': 'metallica', 'date': '02/30/2023', 'place': 'castelao'}"" != 'none'
- {'name': 'metallica', 'date': '02/30/2023', 'place': 'castelao'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'metallica', 'date': '02/30/2023', 'place': 'castelao'}
user_msg: add show with name = metallica, and date = 02/30/2023 and place = castelao"
427,add student with name=donato,ADD,student,"{""name"": ""Donato""}",,ADD,student,"{""name"": ""Donato""}",,,assertion,"""{'name': 'donato'}"" != 'none'
- {'name': 'donato'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'donato'}
user_msg: add student with name=donato"
428,"add student with name=donato, email=alinson.donato@prf.gov.br",ADD,student,"{""name"": ""Donato"", ""email"": ""alinson.donato@prf.gov.br""}",,ADD,student,"{""name"": ""Donato"", ""email"": ""alinson.donato@prf.gov.br""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: add student with name=donato, email=alinson.donato@prf.gov.br"
429,delete the student with email=alinson.donato@prf.gov.br,DELETE,student,"{""email"": ""alinson.donato@prf.gov.br""}",,DELETE,student,"{""email"": ""alinson.donato@prf.gov.br""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: delete the student with email=alinson.donato@prf.gov.br"
430,edit show metallica,READ,edit,"{""edit"": ""show""}",,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.READ: 'READ'> : intent not correct.
processed_intent = READ
expected_intent = MEANINGLESS
user_msg: edit show metallica"
431,update the student with name=alinson with name=alinson donato,UPDATE,student,"{""name"": ""Alinson Donato""}","{""name"": ""Alinson""}",UPDATE,student,"{""name"": ""Alinson Donato""}","{""name"": ""Alinson""}",,general,'NoneType' object has no attribute 'intent'
432,update show metallica,MEANINGLESS,,,,MEANINGLESS,,,,,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.UPDATE: 'UPDATE'> : intent not correct.
processed_intent = UPDATE
expected_intent = MEANINGLESS
user_msg: update show metallica"
433,read edit update show metallica,READ,update,"{""edit"": ""update""}",,MEANINGLESS,,,,assertion,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.READ: 'READ'> : intent not correct.
processed_intent = READ
expected_intent = MEANINGLESS
user_msg: read edit update show metallica"
434,more help,MEANINGLESS,,,,HELP,,,,assertion,assertion,"<Intent.HELP: 'HELP'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = HELP
user_msg: more help"
435,"create student with name="" or 1=1); drop table students; --""",ADD,student,"{""name"": ""or 1=1)"", ""table"": ""STUDENTS""}",,ADD,student,"{""name"": ""or 1=1)"", ""table"": ""STUDENTS""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: create student with name="" or 1=1); drop table students; --"""
436,"update a show with name metallica, replace date with 10/22/2024",UPDATE,show,"{""date"": ""10/22/2024""}","{""name"": ""metallica""}",UPDATE,show,"{""date"": ""10/22/2024""}","{""name"": ""metallica""}",,general,'NoneType' object has no attribute 'intent'
437,get all shows,READ,show,,,READ,show,,,,,
438,"create student with name="" or 1=1}; drop table students; --""",ADD,student,"{""name"": ""1=1"", ""table"": ""STUDENTS""}",,ADD,student,"{""name"": ""1=1"", ""table"": ""STUDENTS""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: create student with name="" or 1=1}; drop table students; --"""
439,"create student with name=""' or 1=1; drop table students; --""",ADD,student,"{""name"": ""1=1"", ""table"": ""STUDENTS""}",,ADD,student,"{""name"": ""1=1"", ""table"": ""STUDENTS""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: create student with name=""' or 1=1; drop table students; --"""
440,"create student with name=""' or 1=1; drop table student; --""",ADD,student,"{""name"": ""1=1"", ""table"": ""STUDENT""}",,ADD,student,"{""name"": ""1=1"", ""table"": ""STUDENT""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: create student with name=""' or 1=1; drop table student; --"""
441,"add an article with title='experimental framework, simulation, benchmark'",ADD,article,"{""title"": ""Experimental framework, Simulation, Benchmark""}",,ADD,article,"{""title"": ""Experimental framework, Simulation, Benchmark""}",,,assertion,"""{'title': 'experimental framework, simulation, benchmark'}"" != 'none'
- {'title': 'experimental framework, simulation, benchmark'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'experimental framework, simulation, benchmark'}
user_msg: add an article with title='experimental framework, simulation, benchmark'"
442,create student with name=' or 1=1; drop table students; --',ADD,student,"{""name"": ""1=1"", ""table"": ""STUDENTS""}",,ADD,student,"{""name"": ""1=1"", ""table"": ""STUDENTS""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: create student with name=' or 1=1; drop table students; --'"
443,"update the article with id=1, setting the
year=2020",UPDATE,article,"{""year"": ""2020""}","{""id"": ""1""}",UPDATE,article,"{""year"": ""2020""}","{""id"": ""1""}",,assertion,"""{'year': '2020'}"" != 'none'
- {'year': '2020'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '2020'}
user_msg: update the article with id=1, setting the
year=2020"
444,"update the article with id=2, setting the
author='zé das couves'",UPDATE,article,"{""author"": ""Z\u00e9 das Couves""}","{""id"": ""2""}",UPDATE,article,"{""author"": ""Z\u00e9 das Couves""}","{""id"": ""2""}",,general,'NoneType' object has no attribute 'intent'
445,"update the article with id=3, setting the
year=2020",UPDATE,article,"{""year"": ""2020""}","{""id"": ""3""}",UPDATE,article,"{""year"": ""2020""}","{""id"": ""3""}",,general,'NoneType' object has no attribute 'intent'
446,"create student with name=""robert'); drop table students; --""",ADD,student,"{""name"": ""Robert"", ""table"": ""STUDENTS""}",,ADD,student,"{""name"": ""Robert"", ""table"": ""STUDENTS""}",,,assertion,"'student' != 'i_m_sorry__but_the_user_s_message_contain[211 chars]ages'
- student
+ i_m_sorry__but_the_user_s_message_contains_a_sql_injection_attack_attempt__which_is_a_security_vulnerability__therefore__i_cannot_provide_an_answer_to_this_question__please_remind_the_user_to_avoid_using_special_characters_or_sql_commands_in_their_messages
 : entity class not correct.
processed_class=i_m_sorry__but_the_user_s_message_contains_a_sql_injection_attack_attempt__which_is_a_security_vulnerability__therefore__i_cannot_provide_an_answer_to_this_question__please_remind_the_user_to_avoid_using_special_characters_or_sql_commands_in_their_messages
expected_class=student
user_msg: create student with name=""robert'); drop table students; --"""
447,"create student with name=""robert' and 1=1); drop table students; --""",ADD,student,"{""name"": ""Robert"", ""table"": ""STUDENTS""}",,ADD,student,"{""name"": ""Robert"", ""table"": ""STUDENTS""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: create student with name=""robert' and 1=1); drop table students; --"""
448,"create student with email=""alinson.donato@gmail.com' and 1=1); drop table students; --""",ADD,student,"{""email"": ""alinson.donato@gmail.com"", ""table"": ""STUDENTS""}",,ADD,student,"{""email"": ""alinson.donato@gmail.com"", ""table"": ""STUDENTS""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: create student with email=""alinson.donato@gmail.com' and 1=1); drop table students; --"""
449,"create student with email=""alinson.donato@gmail.com' and 1=1); drop database managedsys_web; --""",ADD,student,"{""email"": ""alinson.donato@gmail.com"", ""database"": ""MANAGEDSYS_WEB""}",,ADD,student,"{""email"": ""alinson.donato@gmail.com"", ""database"": ""MANAGEDSYS_WEB""}",,,assertion,"'student' != 'none'
- student
+ none
 : entity class not correct.
processed_class=none
expected_class=student
user_msg: create student with email=""alinson.donato@gmail.com' and 1=1); drop database managedsys_web; --"""
450,create student with email=amg@gmail.com,ADD,student,"{""email"": ""amg@gmail.com""}",,ADD,student,"{""email"": ""amg@gmail.com""}",,,assertion,"""{'email': 'amg@gmail.com'}"" != 'none'
- {'email': 'amg@gmail.com'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'email': 'amg@gmail.com'}
user_msg: create student with email=amg@gmail.com"
451,show tables,READ,tables,,,READ,tables,,,,assertion,"<Intent.READ: 'READ'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = READ
user_msg: show tables"
452,add asdfud with name='john doe',ADD,,,,ADD,,,,,,
453,add sku with name='john doe',ADD,sku,"{""name"": ""John Doe""}",,ADD,sku,"{""name"": ""John Doe""}",,,assertion,"""{'name': 'john doe'}"" != 'none'
- {'name': 'john doe'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'john doe'}
user_msg: add sku with name='john doe'"
454,show skus,READ,sku,,,READ,sku,,,,,
455,add elf with name='galadriel' and type='forest',ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest""}",,ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest""}",,,assertion,"""{'name': 'galadriel', 'type': 'forest'}"" != 'none'
- {'name': 'galadriel', 'type': 'forest'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'galadriel', 'type': 'forest'}
user_msg: add elf with name='galadriel' and type='forest'"
456,"add elf with name='galadriel', type='forest', age='1247', ringtype='water' and power='perception'",ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest"", ""age"": ""1247"", ""ringtype"": ""Water"", ""power"": ""Perception""}",,ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest"", ""age"": ""1247"", ""ringtype"": ""Water"", ""power"": ""Perception""}",,,assertion,"""{'name': 'galadriel', 'type': 'forest', [54 chars]on'}"" != 'none'
- {'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}
user_msg: add elf with name='galadriel', type='forest', age='1247', ringtype='water' and power='perception'"
457,"add elf with name='galadriel', type='forest', age='1247', ringtype='water', power='perception'",ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest"", ""age"": ""1247"", ""ringtype"": ""Water"", ""power"": ""Perception""}",,ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest"", ""age"": ""1247"", ""ringtype"": ""Water"", ""power"": ""Perception""}",,,assertion,"""{'name': 'galadriel', 'type': 'forest', [54 chars]on'}"" != 'none'
- {'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}
user_msg: add elf with name='galadriel', type='forest', age='1247', ringtype='water', power='perception'"
458,"add elf with name='galadriel', type='forest', age='1247', power='perception'",ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest"", ""age"": ""1247"", ""power"": ""Perception""}",,ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest"", ""age"": ""1247"", ""power"": ""Perception""}",,,assertion,"""{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'power': 'perception'}"" != 'none'
- {'name': 'galadriel', 'type': 'forest', 'age': '1247', 'power': 'perception'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'galadriel', 'type': 'forest', 'age': '1247', 'power': 'perception'}
user_msg: add elf with name='galadriel', type='forest', age='1247', power='perception'"
459,"add elf with name='galadriel', type='forest', age='1247', ring type='water' and power='perception'",ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest"", ""age"": ""1247"", ""ring"": ""type='Water' and power='Perception""}",,ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest"", ""age"": ""1247"", ""ring"": ""type='Water' and power='Perception""}",,,assertion,"'{\'name\': \'galadriel\', \'type\': \'for[72 chars]on""}' != 'none'
- {'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ring': ""type='water' and power='perception""}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ring': ""type='water' and power='perception""}
user_msg: add elf with name='galadriel', type='forest', age='1247', ring type='water' and power='perception'"
460,"add elf with name=galadriel, type=forest, age=1247, ringtype=water and power=perception",ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest"", ""age"": ""1247"", ""ringtype"": ""Water"", ""power"": ""Perception""}",,ADD,elf,"{""name"": ""Galadriel"", ""type"": ""Forest"", ""age"": ""1247"", ""ringtype"": ""Water"", ""power"": ""Perception""}",,,assertion,"'elf' != 'none'
- elf
+ none
 : entity class not correct.
processed_class=none
expected_class=elf
user_msg: add elf with name=galadriel, type=forest, age=1247, ringtype=water and power=perception"
461,et student with name=eliakim,MEANINGLESS,,,,MEANINGLESS,,,,,assertion,"<Intent.MEANINGLESS: 'MEANINGLESS'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = MEANINGLESS
user_msg: et student with name=eliakim"
462,get student with name=eliakim',READ,student,"{""name"": ""Eliakim""}",,READ,student,"{""name"": ""Eliakim""}",,,assertion,"""{'name': 'eliakim'}"" != 'none'
- {'name': 'eliakim'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'eliakim'}
user_msg: get student with name=eliakim'"
463,include student with name=anderson,ADD,student,"{""name"": ""Anderson""}",,ADD,student,"{""name"": ""Anderson""}",,,assertion,"""{'name': 'anderson'}"" != 'none'
- {'name': 'anderson'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'anderson'}
user_msg: include student with name=anderson"
464,include student with name=eliakim,ADD,student,"{""name"": ""Eliakim""}",,ADD,student,"{""name"": ""Eliakim""}",,,assertion,"""{'name': 'eliakim'}"" != 'none'
- {'name': 'eliakim'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'eliakim'}
user_msg: include student with name=eliakim"
465,list students,READ,student,,,READ,student,,,,,
466,add an article with title = 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas',ADD,article,,,ADD,article,"{""title"": ""análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas""}",,assertion,assertion,"""{'title': 'analise sobre a ausencia de a[56 chars]as'}"" != 'none'
- {'title': 'analise sobre a ausencia de aula pratica no ensino da disciplina de ciencias biologicas'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'analise sobre a ausencia de aula pratica no ensino da disciplina de ciencias biologicas'}
user_msg: add an article with title = 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas'"
467,add an article with title = 'crop: linking code reviews to source code changes',ADD,article,"{""title"": ""CROP: Linking Code Reviews to Source Code Changes""}",,ADD,article,"{""title"": ""CROP: Linking Code Reviews to Source Code Changes""}",,,assertion,"""{'title': 'crop: linking code reviews to source code changes'}"" != 'none'
- {'title': 'crop: linking code reviews to source code changes'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'crop: linking code reviews to source code changes'}
user_msg: add an article with title = 'crop: linking code reviews to source code changes'"
468,"update the article with id=4, setting the year=2018",UPDATE,article,"{""year"": ""2018""}","{""id"": ""4""}",UPDATE,article,"{""year"": ""2018""}","{""id"": ""4""}",,general,'NoneType' object has no attribute 'intent'
469,delete all articles with year=2018.,DELETE,article,"{""year"": ""2018""}",,DELETE,article,"{""year"": ""2018""}",,,assertion,"""{'year': '2018'}"" != 'none'
- {'year': '2018'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '2018'}
user_msg: delete all articles with year=2018."
470,add an article with title = 'dealing with iot defiant components',ADD,article,"{""title"": ""Dealing with IoT Defiant Components""}",,ADD,article,"{""title"": ""Dealing with IoT Defiant Components""}",,,assertion,"""{'title': 'dealing with iot defiant components'}"" != 'none'
- {'title': 'dealing with iot defiant components'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'dealing with iot defiant components'}
user_msg: add an article with title = 'dealing with iot defiant components'"
471,"update the article with id=1, setting the year=2020",UPDATE,article,"{""year"": ""2020""}","{""id"": ""1""}",UPDATE,article,"{""year"": ""2020""}","{""id"": ""1""}",,assertion,"""{'year': '2020'}"" != 'none'
- {'year': '2020'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'year': '2020'}
user_msg: update the article with id=1, setting the year=2020"
472,"update the article with id=5, setting the author='adrilene fonseca'",UPDATE,article,"{""author"": ""Adrilene Fonseca""}","{""id"": ""5""}",UPDATE,article,"{""author"": ""Adrilene Fonseca""}","{""id"": ""5""}",,general,'NoneType' object has no attribute 'intent'
473,hi again,GREETING,,,,GREETING,,,,,,
474,delete all articles with author=zé das couves,DELETE,article,"{""author"": ""Z\u00e9 das Couves""}",,DELETE,article,"{""author"": ""Z\u00e9 das Couves""}",,,assertion,"""{'author': 'ze das couves'}"" != 'none'
- {'author': 'ze das couves'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'author': 'ze das couves'}
user_msg: delete all articles with author=zé das couves"
475,add an article with title='behind the intents: an in-depth empirical study on software refactoring in modern code review',ADD,article,"{""title"": ""Behind the intents: An in-depth empirical study on software refactoring in modern""}",,ADD,article,"{""title"": ""Behind the intents: An in-depth empirical study on software refactoring in modern""}",,,assertion,"""{'title': 'behind the intents: an in-dep[50 chars]rn'}"" != 'none'
- {'title': 'behind the intents: an in-depth empirical study on software refactoring in modern'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'behind the intents: an in-depth empirical study on software refactoring in modern'}
user_msg: add an article with title='behind the intents: an in-depth empirical study on software refactoring in modern code review'"
476,"update the article with id=6, setting the
year=2020",UPDATE,article,"{""year"": ""2020""}","{""id"": ""6""}",UPDATE,article,"{""year"": ""2020""}","{""id"": ""6""}",,general,'NoneType' object has no attribute 'intent'
477,"include student with name=matheus freitas, email=fernandes.matheus@aluno.uece.br",ADD,student,"{""name"": ""Matheus Freitas"", ""email"": ""fernandes.matheus@aluno.uece.b""}",,ADD,student,"{""name"": ""Matheus Freitas"", ""email"": ""fernandes.matheus@aluno.uece.b""}",,,assertion,"""{'name': 'matheus freitas', 'email': 'fernandes.matheus@aluno.uece.b'}"" != 'none'
- {'name': 'matheus freitas', 'email': 'fernandes.matheus@aluno.uece.b'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'matheus freitas', 'email': 'fernandes.matheus@aluno.uece.b'}
user_msg: include student with name=matheus freitas, email=fernandes.matheus@aluno.uece.br"
478,show me all student,READ,student,,,READ,student,,,,,
479,"add an article with title=building microservices: using an api gateway, author=chris richardson",ADD,article,"{""title"": ""Building Microservices: Using an API Gateway"", ""author"": ""Chris Richardson""}",,ADD,article,"{""title"": ""Building Microservices: Using an API Gateway"", ""author"": ""Chris Richardson""}",,,assertion,"""{'title': 'building microservices: using[43 chars]on'}"" != 'none'
- {'title': 'building microservices: using an api gateway', 'author': 'chris richardson'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'building microservices: using an api gateway', 'author': 'chris richardson'}
user_msg: add an article with title=building microservices: using an api gateway, author=chris richardson"
480,"add an article with title=introduction to microservices, author=chris richardson",ADD,article,"{""title"": ""Introduction to MIcroservices"", ""author"": ""Chris Richardson""}",,ADD,article,"{""title"": ""Introduction to MIcroservices"", ""author"": ""Chris Richardson""}",,,assertion,"""{'title': 'introduction to microservices', 'author': 'chris richardson'}"" != 'none'
- {'title': 'introduction to microservices', 'author': 'chris richardson'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'title': 'introduction to microservices', 'author': 'chris richardson'}
user_msg: add an article with title=introduction to microservices, author=chris richardson"
481,"update the article with id=7, setting the year=2018",UPDATE,article,"{""year"": ""2018""}","{""id"": ""7""}",UPDATE,article,"{""year"": ""2018""}","{""id"": ""7""}",,general,'NoneType' object has no attribute 'intent'
482,"add a subject with name=""data structures"" and professor=""ana luiza""",ADD,subject,"{""name"": ""Data Structures"", ""professor"": ""Ana Luiza""}",,ADD,subject,"{""name"": ""Data Structures"", ""professor"": ""Ana Luiza""}",,,assertion,"""{'name': 'data structures', 'professor': 'ana luiza'}"" != 'none'
- {'name': 'data structures', 'professor': 'ana luiza'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'data structures', 'professor': 'ana luiza'}
user_msg: add a subject with name=""data structures"" and professor=""ana luiza"""
483,"add a subject with name=""data structures"" and professor=""josé negreiros""",ADD,subject,"{""name"": ""Data Structures"", ""professor"": ""Jos\u00e9 Negreiros""}",,ADD,subject,"{""name"": ""Data Structures"", ""professor"": ""Jos\u00e9 Negreiros""}",,,assertion,"""{'name': 'data structures', 'professor': 'jose negreiros'}"" != 'none'
- {'name': 'data structures', 'professor': 'jose negreiros'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'data structures', 'professor': 'jose negreiros'}
user_msg: add a subject with name=""data structures"" and professor=""josé negreiros"""
484,get subject,READ,subject,,,READ,subject,,,,,
485,"add a subject with name ""linear algebra"" and professor=""thelmo pontes""",ADD,subject,"{""name"": ""Linear Algebra""}",,ADD,subject,"{""name"": ""Linear Algebra"", ""professor"": ""Telmo Pontes""}",,assertion,assertion,"""{'name': 'linear algebra', 'professor': 'telmo pontes'}"" != 'none'
- {'name': 'linear algebra', 'professor': 'telmo pontes'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'linear algebra', 'professor': 'telmo pontes'}
user_msg: add a subject with name ""linear algebra"" and professor=""thelmo pontes"""
486,"update the subject with name=""linear algebra"", setting professor=""thelmo pontes""",UPDATE,subject,,,UPDATE,subject,"{""professor"": ""Thelmo Pontes""}","{""name"": ""Linear Algebra""}",assertion,general,'NoneType' object has no attribute 'intent'
487,"update the subject with id=3, setting professor=""thelmo pontes""",UPDATE,subject,"{""professor"": ""Thelmo Pontes""}","{""id"": ""3""}",UPDATE,subject,"{""professor"": ""Thelmo Pontes""}","{""id"": ""3""}",,general,'NoneType' object has no attribute 'intent'
488,"update the subject where name=""data structures"", setting semester=""2023.1""",UPDATE,subject,"{""name"": ""Data Structures""}","{""semester"": ""2023.1""}",UPDATE,subject,"{""name"": ""Data Structures""}","{""semester"": ""2023.1""}",,assertion,"""{'name': 'data structures'}"" != 'none'
- {'name': 'data structures'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'data structures'}
user_msg: update the subject where name=""data structures"", setting semester=""2023.1"""
489,get subjects,READ,subject,,,READ,subject,,,,,
490,"update the subject with name=""data structures"", setting semester=""2023.1""",UPDATE,subject,"{""name"": ""Data Structures""}","{""semester"": ""2023""}",UPDATE,subject,"{""semester"": ""2023.1""}","{""name"": ""Data Structures""}",assertion,general,'NoneType' object has no attribute 'intent'
491,"update the subject where name=""data structures"", settingthe semester=""2023.1""",UPDATE,subject,,,UPDATE,subject,,,,,
492,"update the subject where name=""data structures"", setting the semester=""2023.1""",UPDATE,subject,"{""name"": ""Data Structures""}","{""semester"": ""2023""}",UPDATE,subject,"{""semester"": ""2023.1""}","{""name"": ""Data Structures""}",assertion,assertion,"""{'semester': '2023.1'}"" != 'none'
- {'semester': '2023.1'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'semester': '2023.1'}
user_msg: update the subject where name=""data structures"", setting the semester=""2023.1"""
493,"update the subject where semester=""2023.1"", setting name=""data structures""",UPDATE,subject,"{""name"": ""Data Structures""}","{""semester"": ""2023.1""}",UPDATE,subject,"{""name"": ""Data Structures""}","{""semester"": ""2023.1""}",,general,'NoneType' object has no attribute 'intent'
494,add a subject with name='brazilian history',ADD,subject,"{""name"": ""Brazilian History""}",,ADD,subject,"{""name"": ""Brazilian History""}",,,assertion,"""{'name': 'brazilian history'}"" != 'none'
- {'name': 'brazilian history'}
+ none
 : attributes not correct.
processed_attributes=none
expected_attributes={'name': 'brazilian history'}
user_msg: add a subject with name='brazilian history'"
495,get all subjects,READ,subject,,,READ,subject,,,,,
496,"update subject with id=4, setting the main reference to 'brasil, uma história'",UPDATE,subject,"{""main_reference"": ""to 'Brasil, uma Hist\u00f3ria""}","{""id"": ""4""}",UPDATE,subject,"{""main_reference"": ""to 'Brasil, uma Hist\u00f3ria""}","{""id"": ""4""}",,general,'NoneType' object has no attribute 'intent'
497,get elf,READ,,,,READ,,,,,,
498,get pizzas,READ,pizza,,,READ,pizza,,,,,
499,add a pizza with flavour='pepperoni',ADD,pizza,"{""flavour"": ""pepperoni""}",,ADD,pizza,"{""flavour"": ""pepperoni""}",,,assertion,"'pizza' != 'the_entity_class_that_the_user_s_message_refers_to_is_pizza'
- pizza
+ the_entity_class_that_the_user_s_message_refers_to_is_pizza
 : entity class not correct.
processed_class=the_entity_class_that_the_user_s_message_refers_to_is_pizza
expected_class=pizza
user_msg: add a pizza with flavour='pepperoni'"
500,show pizzas,READ,pizza,,,READ,pizza,,,,assertion,"<Intent.READ: 'READ'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = READ
user_msg: show pizzas"
501,add a ice cream with flavour=vanilla,ADD,cream,"{""ice"": ""cream"", ""flavour"": ""vanilla""}",,ADD,ice_cream,"{""flavour"": ""vanilla""}",,assertion,assertion,"'ice_cream' != 'vanilla'
- ice_cream
+ vanilla
 : entity class not correct.
processed_class=vanilla
expected_class=ice_cream
user_msg: add a ice cream with flavour=vanilla"
502,show ice creams,READ,cream,"{""ice"": ""creams""}",,READ,ice_cream,,,assertion,assertion,"<Intent.READ: 'READ'> != <Intent.GREETING: 'GREETING'> : intent not correct.
processed_intent = GREETING
expected_intent = READ
user_msg: show ice creams"
503,show me all ice cream,READ,cream,"{""ice"": ""cream""}",,READ,ice_cream,,,assertion,assertion,"'ice_cream' != 'cream'
- ice_cream
? ----
+ cream
 : entity class not correct.
processed_class=cream
expected_class=ice_cream
user_msg: show me all ice cream"
